0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869
0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849,0.8849
0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829,0.8829
0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809,0.8809
0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790,0.8790
0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770,0.8770
0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750,0.8750
0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731,0.8731
0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711,0.8711
0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691,0.8691
0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672,0.8672
0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652,0.8652
0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633,0.8633
0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613,0.8613
0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594,0.8594
0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574,0.8574
0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555,0.8555
0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535,0.8535
0.8516,0.8516,0.8516,0.8516,0.8516,0.9347,0.8516,0.8516,0.8516,0.8516,0.8516,0.8516,0.8516,0.8516,0.8516,0.8516,0.8516,0.8516,0.9347,0.9347
0.8496,0.8496,0.8496,0.9326,0.8496,0.9326,0.8496,0.8496,0.9326,0.8496,0.8496,0.9326,0.8496,0.8496,0.9326,0.8496,0.8496,0.9326,0.9326,1.0150
0.8477,0.8477,0.8477,0.9305,0.8477,0.9305,0.8477,0.8477,1.0127,0.8477,1.0127,0.9305,1.0127,0.9305,0.9305,1.0127,0.8477,1.0943,1.0943,1.1753
0.8458,0.9284,0.8458,0.9284,0.9284,1.0104,0.8458,0.8458,1.0104,1.0918,1.0104,0.9284,1.0104,1.1726,0.9284,1.0104,0.8458,1.1726,1.0918,1.1726
0.8438,0.9262,0.9262,1.0081,0.9262,1.0893,0.8438,0.9262,1.0893,1.0893,1.0081,0.9262,1.1699,1.1699,0.9262,1.0081,1.0081,1.2498,1.1699,1.1699
0.9241,1.0058,0.9241,1.0058,0.9241,1.0868,0.9241,0.9241,1.0868,1.1673,1.0058,1.0058,1.1673,1.1673,1.0058,1.0868,1.0058,1.2470,1.1673,1.1673
1.0035,1.0035,0.9220,1.0844,1.0844,1.0844,1.0035,1.0035,1.1646,1.1646,1.0844,1.0035,1.1646,1.2441,1.0035,1.0844,1.0035,1.2441,1.1646,1.3229
1.0819,1.0012,0.9199,1.0819,1.0819,1.0819,1.0012,1.1619,1.1619,1.2413,1.0819,1.0012,1.1619,1.2413,1.0819,1.1619,1.0819,1.3199,1.2413,1.3199
1.1592,0.9989,0.9989,1.0794,1.1592,1.1592,0.9989,1.1592,1.2384,1.3169,1.0794,1.0794,1.1592,1.2384,1.1592,1.2384,1.1592,1.3169,1.2384,1.3169
1.2356,0.9966,0.9966,1.1566,1.2356,1.2356,1.1566,1.1566,1.2356,1.3914,1.0769,1.0769,1.1566,1.2356,1.1566,1.3139,1.1566,1.3139,1.3914,1.3139
1.3108,0.9943,0.9943,1.2327,1.3108,1.2327,1.2327,1.1539,1.3108,1.3882,1.0744,1.1539,1.2327,1.3108,1.1539,1.3108,1.1539,1.3108,1.3882,1.3882
1.3078,0.9920,0.9920,1.2299,1.3850,1.2299,1.3078,1.1513,1.3078,1.3850,1.0720,1.3078,1.3078,1.3850,1.1513,1.3078,1.2299,1.3850,1.3850,1.3850
1.3048,0.9897,1.1486,1.3818,1.3818,1.3048,1.3048,1.1486,1.3048,1.3818,1.1486,1.3818,1.3818,1.3818,1.2271,1.3048,1.2271,1.3818,1.3818,1.5333
1.3786,1.0670,1.1460,1.3786,1.5297,1.3786,1.3018,1.2242,1.3018,1.3786,1.1460,1.4546,1.4546,1.4546,1.2242,1.3786,1.3018,1.3786,1.5297,1.6040
1.5262,1.2214,1.3754,1.5262,1.5262,1.3754,1.4512,1.2214,1.2988,1.3754,1.2988,1.4512,1.4512,1.4512,1.2214,1.3754,1.2988,1.4512,1.6003,1.6003
1.5966,1.2958,1.5227,1.5227,1.5227,1.3722,1.4479,1.2958,1.3722,1.3722,1.3722,1.5227,1.5227,1.4479,1.2186,1.4479,1.2958,1.4479,1.5966,1.5966
1.5929,1.3690,1.5192,1.5192,1.5192,1.4445,1.4445,1.5192,1.4445,1.4445,1.5192,1.5192,1.5929,1.5929,1.2158,1.4445,1.3690,1.4445,1.5929,1.5929
1.5892,1.3659,1.5156,1.5156,1.5156,1.5156,1.4412,1.5892,1.4412,1.4412,1.5892,1.5892,1.5892,1.5892,1.2129,1.5892,1.4412,1.5156,1.5892,1.5892
1.5856,1.5121,1.5856,1.5856,1.5856,1.5856,1.5856,1.5856,1.5121,1.5856,1.5856,1.5856,1.5856,1.5856,1.5856,1.5856,1.5856,1.5856,1.5856,1.5856
1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819,1.5819
1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782,1.5782
1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745,1.5745
1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708,1.5708
