0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869
0.8849,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741
0.8829,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741,1.0741
0.8809,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740,1.0740
0.8790,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739,1.0739
0.8770,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738,1.0738
1.0735,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737
0.8739,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737,1.0737
0.8719,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736,1.0736
1.0731,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735,1.0735
