0.0313,0.0399,0.0491,0.0478,0.0477
0.0275,0.0317,0.0507,0.0223,0.0204
0.0437,0.0393,0.0571,0.0381,0.0192
0.0365,0.0404,0.0350,0.0421,0.0310
0.0296,0.0379,0.0362,0.0352,0.0289
0.0235,0.0328,0.0574,0.0285,0.0334
0.0328,0.0278,0.0306,0.0395,0.0373
0.0213,0.0435,0.0259,0.0225,0.0222
0.0254,0.0224,0.0200,0.0289,0.0219
0.0211,0.0348,0.0175,0.0254,0.0250
0.0437,0.0150,0.0306,0.0274,0.0208
0.0324,0.0237,0.0239,0.0606,0.0250
0.0514,0.0272,0.0329,0.0331,0.0477
0.0134,0.0288,0.0215,0.0213,0.0428
0.0271,0.0183,0.0162,0.0170,0.0539
0.0241,0.0192,0.0263,0.0225,0.0360
0.0179,0.0266,0.0235,0.0213,0.0286
0.0161,0.0170,0.0186,0.0226,0.0186
0.0215,0.0237,0.0216,0.0204,0.0244
0.0348,0.0209,0.0349,0.0237,0.0154
0.0237,0.0226,0.0288,0.0211,0.0165
0.0233,0.0305,0.0155,0.0322,0.0279
0.0213,0.0123,0.0312,0.0319,0.0286
0.0217,0.0350,0.0219,0.0204,0.0174
0.0250,0.0188,0.0205,0.0248,0.0205
0.0182,0.0279,0.0211,0.0183,0.0187
0.0266,0.0229,0.0228,0.0206,0.0171
0.0177,0.0198,0.0215,0.0238,0.0219
0.0173,0.0187,0.0353,0.0151,0.0165
0.0212,0.0167,0.0168,0.0159,0.0300
0.0177,0.0200,0.0277,0.0192,0.0192
0.0198,0.0156,0.0218,0.0192,0.0193
0.0207,0.0201,0.0183,0.0156,0.0180
0.0219,0.0238,0.0192,0.0285,0.0240
0.0274,0.0188,0.0201,0.0160,0.0208
0.0201,0.0259,0.0280,0.0213,0.0262
0.0158,0.0272,0.0244,0.0207,0.0176
0.0171,0.0180,0.0152,0.0326,0.0224
0.0355,0.0214,0.0221,0.0373,0.0260
0.0207,0.0158,0.0242,0.0186,0.0181
0.0187,0.0357,0.0179,0.0312,0.0249
0.0296,0.0161,0.0397,0.0158,0.0143
0.0308,0.0161,0.0194,0.0150,0.0296
0.0255,0.0186,0.0211,0.0298,0.0153
0.0177,0.0201,0.0150,0.0218,0.0149
0.0222,0.0171,0.0197,0.0141,0.0146
0.0217,0.0157,0.0158,0.0153,0.0168
0.0143,0.0163,0.0277,0.0191,0.0190
0.0183,0.0232,0.0222,0.0349,0.0223
0.0143,0.0158,0.0281,0.0174,0.0181
0.0147,0.0280,0.1185,0.0214,0.0145
0.0154,0.0179,0.0335,0.0202,0.0156
0.0243,0.0188,0.0426,0.0191,0.0186
0.0250,0.0169,0.0319,0.0247,0.0241
0.0182,0.0194,0.0472,0.0208,0.0159
0.0171,0.0227,0.0409,0.0204,0.0247
0.0201,0.0173,0.0326,0.0253,0.0247
0.0139,0.0154,0.0367,0.0162,0.0297
0.0238,0.0139,0.0324,0.0132,0.0264
0.0180,0.0172,0.0331,0.0219,0.0213
0.0215,0.0222,0.0533,0.0203,0.0138
0.0324,0.0175,0.0484,0.0338,0.0148
0.0329,0.0173,0.0562,0.0189,0.0164
0.0174,0.0214,0.0300,0.0201,0.0180
0.0215,0.0253,0.0377,0.0222,0.0148
0.0160,0.0182,0.0407,0.0204,0.0172
0.0201,0.0159,0.0283,0.0148,0.0243
0.0220,0.0248,0.0311,0.0177,0.0154
0.0197,0.0282,0.0324,0.0186,0.0209
0.0209,0.0483,0.0573,0.0223,0.0209
0.0289,0.0226,0.0404,0.0178,0.0237
0.0151,0.0175,0.0461,0.0168,0.0261
0.0139,0.0336,0.0323,0.0222,0.0190
0.0160,0.0195,0.0418,0.0184,0.0241
0.0169,0.0163,0.0477,0.0169,0.0226
0.0198,0.0191,0.0363,0.0284,0.0204
0.0165,0.0199,0.0313,0.0162,0.0257
0.0165,0.0141,0.0370,0.0240,0.0220
0.0185,0.0153,0.0398,0.0150,0.0209
0.0253,0.0193,0.0500,0.0155,0.0222
0.0317,0.0196,0.0369,0.0189,0.0406
0.0182,0.0158,0.0345,0.0194,0.0145
0.0183,0.0160,0.0407,0.0225,0.0238
0.0181,0.0196,0.0679,0.0253,0.0172
0.0185,0.0230,0.0180,0.0207,0.0312
0.0221,0.0151,0.0243,0.0290,0.0222
0.0366,0.0210,0.0207,0.0233,0.0181
0.0191,0.0171,0.0157,0.0252,0.0228
0.0177,0.0217,0.0531,0.0124,0.0139
0.0258,0.0167,0.0246,0.0203,0.0153
0.0168,0.0159,0.0163,0.0230,0.0187
0.0265,0.0164,0.0145,0.0188,0.0240
0.0402,0.0167,0.0205,0.0198,0.0178
0.0259,0.0152,0.0180,0.0160,0.0217
0.0184,0.0179,0.0234,0.0188,0.0254
0.0201,0.0164,0.0201,0.0244,0.0282
0.0195,0.0210,0.0178,0.0184,0.0241
0.0155,0.0262,0.0298,0.0260,0.0139
0.0272,0.0168,0.0190,0.0215,0.0197
0.0175,0.0136,0.0229,0.0165,0.0205
